code;name;city;state;type;uf_code
SDKE;Valença do Piauí;Valença do Piauí;Piauí;Privado;22
SJZQ;Fazenda Bom Retiro;Itaqui;Rio Grande do Sul;Privado;43
SSNT;Fazenda Jacarezinho Nova Terra;Cotegipe;Bahia;Privado;29
SSBZ;Umberto Modiano;Armação dos Búzios;Rio de Janeiro;Privado;33
SWPP;Fazenda Pica-Pau;Mozarlândia;Goiás;Privado;52
SWHY;Fazenda Irerê;Maracaju;Mato Grosso do Sul;Privado;50
SSZA;Fazenda Angra dos Reis;Boa Vista;Roraima;Privado;14
SSBB;Fazenda Balada;João Pinheiro;Minas Gerais;Privado;31
SDSL;Fazenda Bang Bang;São José do Xingu;Mato Grosso;Privado;51
SIFV;Primo Bitti;Aracruz;Espírito Santo;Privado;32
SWQU;Fazenda Guaporé;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SSIY;Fazenda Três Irmãos;Novo Progresso;Pará;Privado;15
SIUL;KL Aviação Agrícola;Camaquã;Rio Grande do Sul;Privado;43
SJJC;Fazenda Cachoeira;Ponta Porã;Mato Grosso do Sul;Privado;50
SIPP;Fazenda Musa do Norte;Francisco Sá;Minas Gerais;Privado;31
SSWO;Fazenda Santa Paula;Comodoro;Mato Grosso;Privado;51
SNPL;Fazenda Pacuruxu;Santa Mercedes;São Paulo;Privado;35
SWZR;Fazenda Ponto de Apoio;Água Clara;Mato Grosso do Sul;Privado;50
SDED;Scoda Aeronáutica;Ipeúna;São Paulo;Privado;35
SNYZ;Fazenda Rio 18;Cumaru do Norte;Pará;Privado;15
SNJA;Capivari;Capivari do Sul;Rio Grande do Sul;Privado;43
SSQZ;Mimoso do Oeste;Luís Eduardo Magalhães;Bahia;Privado;29
SSXN;Aéreo Amazônia;Altamira;Pará;Privado;15
SWYL;Fazenda Carrapato;Itapipoca;Ceará;Privado;23
SWSX;Xinguara;Xinguara;Pará;Privado;15
SNWG;Fazenda Iporã;Itaquiraí;Mato Grosso do Sul;Privado;50
SINC;Campo Nuic;Bom Jardim da Serra;Santa Catarina;Privado;42
SNWO;Fazenda Vera Cruz;Amambai;Mato Grosso do Sul;Privado;50
SSIA;Fazenda Ipê;Baixa Grande do Ribeiro;Piauí;Privado;22
SSHD;Chico Ledur;Alegrete;Rio Grande do Sul;Privado;43
SWLQ;Fazenda Mata Velha;Manicoré;Amazonas;Privado;13
SSVO;Usina de Monções;Monções;São Paulo;Privado;35
SNMS;Acácio Favacho;Pracuúba;Amapá;Privado;16
SJFB;Fazenda Bacuri;Riachão;Maranhão;Privado;21
SJLZ;Coperjava;Formoso do Araguaia;Tocantins;Privado;17
SSTD;Stracci;São Desidério;Bahia;Privado;29
SWAM;Fazenda Agropecuária Gomes;Taquarituba;São Paulo;Privado;35
SDJQ;Fazenda São Joaquim O.B.;Pereira Barreto;São Paulo;Privado;35
SBOX;FAZENDA BAIA MORENA;Corumbá;Mato Grosso do Sul;Privado;50
SIKS;Fazenda Vale do Juruena;Nova Bandeirantes;Mato Grosso;Privado;51
SSZH;Fazenda Corrientes;Tacuru;Mato Grosso do Sul;Privado;50
SWOM;Fazenda Marialva;Naviraí;Mato Grosso do Sul;Privado;50
SJQL;Águas Claras Aviação Agrícola ;Santa Juliana;Minas Gerais;Privado;31
SNHU;Fazenda Bola Sete ;Itinga do Maranhão;Maranhão;Privado;21
SDQH;Fazenda Santa Clara;Castanheira;Mato Grosso;Privado;51
SIZU;Agrochapada;Paranatinga;Mato Grosso;Privado;51
SIJM;Fazenda Tupancy;Sapezal;Mato Grosso;Privado;51
SBQN;Fazenda Nossa Senhora Aparecida II;Porto Estrela;Mato Grosso;Privado;51
SNMF;Agropastoril Monte Alegre;Monte Belo;Minas Gerais;Privado;31
SSHP;Fazenda Paiol do Piquiri;Goioxim;Paraná;Privado;41
SWBW;Fazenda Água Nascente;Sonora;Mato Grosso do Sul;Privado;50
SDOR;Fazenda Mosquito;Orlândia;São Paulo;Privado;35
SSKC;Fazenda Cristiani;Barra do Bugres;Mato Grosso;Privado;51
SNWU;Fazenda Ponte Quihá;Aral Moreira;Mato Grosso do Sul;Privado;50
SJUO;Fazenda Juscelândia;Jussara;Goiás;Privado;52
SNPI;De Piatã;Piatã;Bahia;Privado;29
SIPB;CAVU - Clube de Aviação Desportiva;Raposa;Maranhão;Privado;21
SJTT;GRUPO ROTTA;Sapezal;Mato Grosso;Privado;51
SJWW;Fazenda Cachoeira Preta;Água Clara;Mato Grosso do Sul;Privado;50
SWMN;Santa Mônica;Natividade;Tocantins;Privado;17
SWZV;Fazenda Rodoserv III;Bela Vista;Mato Grosso do Sul;Privado;50
SWQG;Fazenda Sossego;Maracaju;Mato Grosso do Sul;Privado;50
SIVD;Agropecuária Santa Rita;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SNCB;Castanhal;Prainha;Pará;Privado;15
SICQ;Fazenda Luar;Cuiabá;Mato Grosso;Privado;51
SDCE;Fazenda Boa Sorte;Aliança do Tocantins;Tocantins;Privado;17
SJKK;Sérgio Bonifácio;Ivaiporã;Paraná;Privado;41
SSLA;Fazenda Alves;Sorriso;Mato Grosso;Privado;51
SSYY;Fazenda Fundãozinho;Costa Rica;Mato Grosso do Sul;Privado;50
SNNL;Fazenda Locks;Nova Maringá;Mato Grosso;Privado;51
SJOH;Destilaria Veredas;João Pinheiro;Minas Gerais;Privado;31
SSWK;Fazenda Cuelhambi;Angélica;Mato Grosso do Sul;Privado;50
SDUE;Fazenda Thália;Balsa Nova;Paraná;Privado;41
SJDG;Jorge de Barros Carvalho;Salto Grande;São Paulo;Privado;35
SNSA;Hilário Grandi;Unaí;Minas Gerais;Privado;31
SSYV;Fazenda Indaiá;Chapadão do Sul;Mato Grosso do Sul;Privado;50
SWVN;Clube de Voo Fazenda Novo Horizonte;Itu;São Paulo;Privado;35
SSYZ;Fazenda Cedro;Aral Moreira;Mato Grosso do Sul;Privado;50
SIOC;Santo Expedito;Nova Independência;São Paulo;Privado;35
SNGS;Aeroclube de Alagoas;Maceió;Alagoas;Privado;27
SDRL;Fazenda Retiro Velho;Porto Murtinho;Mato Grosso do Sul;Privado;50
SIPJ;Aero Parque Tupã;Tupanciretã;Rio Grande do Sul;Privado;43
SWNW;Roso;Aceguá;Rio Grande do Sul;Privado;43
SJER;Fazenda Canadá;Acreúna;Goiás;Privado;52
SDQK;Fazenda Taboca;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SDYB;Fazenda São José do Bom Retiro;Itapetininga;São Paulo;Privado;35
SBQH;CMTE Juliano Rambo;Confresa;Mato Grosso;Privado;51
SJTU;Fazenda Tucano;Campo Novo do Parecis;Mato Grosso;Privado;51
SWAK;Assunção do Içana;São Gabriel da Cachoeira;Amazonas;Privado;13
SISJ;Fazenda São José do Piquiri;Corumbá;Mato Grosso do Sul;Privado;50
SJUL;Fazenda Rio Pardo;Iaras;São Paulo;Privado;35
SSIF;Fazenda Baunilha;Itaquiraí;Mato Grosso do Sul;Privado;50
SBQR;Fazenda Arena de Aço;Buritizeiro;Minas Gerais;Privado;31
SSTS;Soteco;Cáceres;Mato Grosso;Privado;51
SWUN;Fazenda União;Inocência;Mato Grosso do Sul;Privado;50
SIPN;Fazenda Progresso;Porto Murtinho;Mato Grosso do Sul;Privado;50
SIAR;Fazenda Arancuã;Miranda;Mato Grosso do Sul;Privado;50
SNTG;Gercino Coelho;Formosa do Rio Preto;Bahia;Privado;29
SSBC;Fazenda Barra do Tietê;Castilho;São Paulo;Privado;35
SWQO;Fazenda Renascença;Frutal;Minas Gerais;Privado;31
SJSU;Fazenda São Marcus;Alto Paraíso;Paraná;Privado;41
SDSH;Fazenda Shalon (antigo Serafino Ferruzzi);Alta Floresta;Mato Grosso;Privado;51
SWMJ;Fazenda Mano Julio;Ipiranga do Norte;Mato Grosso;Privado;51
SIMU;Fazenda Mutum;Anaurilândia;Mato Grosso do Sul;Privado;50
SDNB;Brasnorte;Brasnorte;Mato Grosso;Privado;51
SWRZ;Fazenda Arrossensal;Nortelândia;Mato Grosso;Privado;51
SSEQ;Renascer;Arame;Maranhão;Privado;21
SNYS;WD Agroindustrial;João Pinheiro;Minas Gerais;Privado;31
SIHW;Agrishow;Ribeirão Preto;São Paulo;Privado;35
SNLC;Fazenda Panambi;Buritis;Minas Gerais;Privado;31
SDVT;Fazenda Campo Verde;Taquarussu;Mato Grosso do Sul;Privado;50
SDLG;Fazenda Planalto;Costa Rica;Mato Grosso do Sul;Privado;50
SJQK;Barra do Vento;Boa Vista;Roraima;Privado;14
SSGC;Fazenda Chapadão;Santo Antônio do Leverger;Mato Grosso;Privado;51
SJFO;Fazenda Sorriso;Mossâmedes;Goiás;Privado;52
SWRF;Francisco Ramalho;Pedreiras;Maranhão;Privado;21
SJNU;Fazenda Campo Alto;Ribeirão Cascalheira;Mato Grosso;Privado;51
SWOT;Fazenda Planorte;Sapezal;Mato Grosso;Privado;51
SIRC;Rancho Sinuelo;Caracol;Mato Grosso do Sul;Privado;50
SICR;Fazenda Coração do Brasil;Pontes e Lacerda;Mato Grosso;Privado;51
SIZG;Fazenda Santo André II;Nova Maringá;Mato Grosso;Privado;51
SSGQ;Fazenda Capivari;Rio Brilhante;Mato Grosso do Sul;Privado;50
SNLZ;Fazenda Boca da Mata;Divinópolis do Tocantins;Tocantins;Privado;17
SIBX;Rosana Camargo;Buritama;São Paulo;Privado;35
SJUQ;Fazenda São Clemente;São José dos Campos;São Paulo;Privado;35
SWIN;Fazenda Itamarati Norte;Campo Novo do Parecis;Mato Grosso;Privado;51
SJFP;Fazenda Pensamento;Corumbá;Mato Grosso do Sul;Privado;50
SNZF;AFG II;Tangará da Serra;Mato Grosso;Privado;51
SWEA;Fazenda Santiago de Compostela ;Comodoro;Mato Grosso;Privado;51
SNLB;Fazenda Magdalena;Lábrea;Amazonas;Privado;13
SDIP;Fazenda Centro de Vôo a Vela Ipuã;Caçapava;São Paulo;Privado;35
SJYE;Água Fria;Uiramutã;Roraima;Privado;14
SIOK;Fazenda Cachoeirinha;Perdizes;Minas Gerais;Privado;31
SIBO;Simão Sarkis Simão;Três Marias;Minas Gerais;Privado;31
SNUK;Centúria Montana;Formosa do Rio Preto;Bahia;Privado;29
SSYL;Fazenda Patrol;Parnarama;Maranhão;Privado;21
SIZM;MOCELIN II;Dois Vizinhos;Paraná;Privado;41
SSDN;Fazenda Nova Fronteira ;Mateiros;Tocantins;Privado;17
SJOR;Fazenda Onça do Barão;Cocos;Bahia;Privado;29
SSUI;Fazenda Novo Horizonte;Santa Fé do Araguaia;Tocantins;Privado;17
SDSM;Fazenda Nossa Senhora da Conceição;São Manuel;São Paulo;Privado;35
SIJJ;Fazenda Cambay;Juti;Mato Grosso do Sul;Privado;50
SNPW;Fazenda Palmeira;Alto Taquari;Mato Grosso;Privado;51
SSDK;São Pedro;Igaratinga;Minas Gerais;Privado;31
SWMX;Fazenda Jauquara;Barra do Bugres;Mato Grosso;Privado;51
SSML;Comandante Jorge Mello;Bom Jesus da Lapa;Bahia;Privado;29
SNFC;Marina do Caraipé;Tucuruí;Pará;Privado;15
SIMQ;Fazenda Dois de Maio;Corumbá;Mato Grosso do Sul;Privado;50
SIMA;Fazenda Mãe Margarida;Santa Rita do Trivelato;Mato Grosso;Privado;51
SJNV;Fazenda São Francisco;Gouvelândia;Goiás;Privado;52
SDVA;Fazenda Campo Vitória;Vargem Grande do Sul;São Paulo;Privado;35
SIRM;Fazenda Couto Magalhães;Água Boa;Mato Grosso;Privado;51
SJXU;Fazenda Coperbrás;Brasília;Distrito Federal;Privado;53
SIZH;Fazenda Vista Alegre;Aparecida do Taboado;Mato Grosso do Sul;Privado;50
SNQT;Fazenda Estrela do Sul;Umuarama;Paraná;Privado;41
SDAY;Fazenda Santa Lucia;Santa Maria das Barreiras;Pará;Privado;15
SIQZ;Fazenda Lagoa Serena;Lagoa Alegre;Piauí;Privado;22
SSAM;Posto de Proteção Ambiental Santo André;Barão de Melgaço;Mato Grosso;Privado;51
SBQB;Fazenda Pedrinhas II;Correntina;Bahia;Privado;29
SNDX;Cachoeira;Coruripe;Alagoas;Privado;27
SJVG;Fazenda Gameleira;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SIDM;Fazenda Cibrapa;Barra do Garças;Mato Grosso;Privado;51
SJAR;Fazenda Araçatuba;Nova Crixás;Goiás;Privado;52
SBOV;Fazenda Tabatinga;Santa Rita do Trivelato;Mato Grosso;Privado;51
SWZH;Fazenda XV de Outubro;Colatina;Espírito Santo;Privado;32
SDSQ;Usina Santa Rita;Santa Rita do Passa Quatro;São Paulo;Privado;35
SJEK;Satélite Aviação Agrícola Ltda;Canarana;Mato Grosso;Privado;51
SWOK;Fazenda Pontal;Itiquira;Mato Grosso;Privado;51
SSDH;Fazenda Chapadão Alegre;Correntina;Bahia;Privado;29
SDWM;Fazenda Modelo;Aurora do Pará;Pará;Privado;15
SSFA;Foz do Areia;Pinhão;Paraná;Privado;41
SDVI;Comandante Gastão;Tangará da Serra;Mato Grosso;Privado;51
SDYS;Aeroportobelo;Porto Belo;Santa Catarina;Privado;42
SSON;Fazenda Joalice;Tacuru;Mato Grosso do Sul;Privado;50
SSTZ;Fazenda Sertãozinho;Aquidauana;Mato Grosso do Sul;Privado;50
SIQA;Fazenda Bela Vista;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SWIC;Fazenda Rancho Alegre;Nova Mutum;Mato Grosso;Privado;51
SSGH;Fazenda Capão Verde;Aquidauana;Mato Grosso do Sul;Privado;50
SJMV;Serra do Sol;Uiramutã;Roraima;Privado;14
SWQY;Fazenda Peturú;Porto de Moz;Pará;Privado;15
SNGJ;Fazenda Padre Cícero;Marabá;Pará;Privado;15
SIOR;Adhemar Ribeiro;Santa Rita do Passa Quatro;São Paulo;Privado;35
SWSF;Fazenda São Francisco;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SJZO;Zi Viol;Campo Grande;Mato Grosso do Sul;Privado;50
SWHJ;Fazenda Santa Lúcia;Brasiléia;Acre;Privado;12
SJVN;Fazenda Pindorama;Campo Novo do Parecis;Mato Grosso;Privado;51
SSLW;Fazendas Reunidas Schlatter;Chapadão do Sul;Mato Grosso do Sul;Privado;50
SIOV;Municipal de Vera;Vera;Mato Grosso;Privado;51
SIXX;Retiro Santo Antônio da Fazenda Triunfo;Corumbá;Mato Grosso do Sul;Privado;50
SJJQ;Fazendas Apóstolo Simão Coffee;Rio Pardo de Minas;Minas Gerais;Privado;31
SNCG;Fazenda Cedro;Campo Grande;Mato Grosso do Sul;Privado;50
SWZN;Fazenda Tunica;Água Boa;Mato Grosso;Privado;51
SJNI;Fazenda Buriti;Valentim Gentil;São Paulo;Privado;35
SDGF;Usina Santa Luzia;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50
SSEU;Tabocal;Itaituba;Pará;Privado;15
SWKW;Pista Aldeia Kawatire;São Félix do Xingu;Pará;Privado;15
SSOW;Aeroclube de Frederico Westphalen;Frederico Westphalen;Rio Grande do Sul;Privado;43
SIBI;Fazenda Boa Luz;Laranjeiras;Sergipe;Privado;28
SJDT;Fazenda São Roque;Aquidauana;Mato Grosso do Sul;Privado;50
SWNE;Nelson Saldanha;Nova Viçosa;Bahia;Privado;29
SIFW;Fazenda São Lourenço;Corumbá;Mato Grosso do Sul;Privado;50
SWUY;Fazenda Videira;Poconé;Mato Grosso;Privado;51
SJXM;Carolina de Assis Repetto;Lima Duarte;Minas Gerais;Privado;31
SJKO;Cararuau;Normandia;Roraima;Privado;14
SJAC;Citropar;Capitão Poço;Pará;Privado;15
SISO;Fazenda Santo Ambrósio;Chaves;Pará;Privado;15
SJSF;Fazenda Serrana;Maracaju;Mato Grosso do Sul;Privado;50
SSVG;Condomínio Fly Vila Resort;Guapé;Minas Gerais;Privado;31
SIRR;Ecotur Univini Park;Caracaraí;Roraima;Privado;14
SDAU;Fazenda Itau;Água Clara;Mato Grosso do Sul;Privado;50
SNES;Fazenda Saltos do Poente;Santo Antônio do Leverger;Mato Grosso;Privado;51
SSND;Santa Maria;São Félix do Araguaia;Mato Grosso;Privado;51
SNOL;Agropecuária Mariana;Alta Floresta;Mato Grosso;Privado;51
SJDZ;Fazenda Canduá;Unaí;Minas Gerais;Privado;31
SNFY;Fly Park Florianópolis;Florianópolis;Santa Catarina;Privado;42
SIDS;Romaer Aviação Agrícola;Aral Moreira;Mato Grosso do Sul;Privado;50
SNJI;Fazenda Fortaleza de Santa Teresinha;Jequitaí;Minas Gerais;Privado;31
SDME;Marchesan S.A;Matão;São Paulo;Privado;35
SSZS;Fazenda Sucupira;Vila Rica;Mato Grosso;Privado;51
SSAO;Fazenda Olhos D'Água;Baixa Grande;Bahia;Privado;29
SNCC;Fazenda Centrino;Cabixi;Rondônia;Privado;11
SWSD;Fazenda Santo Antônio;Araguaiana;Mato Grosso;Privado;51
SIFD;Fazenda Santa Marina II;Campo Grande;Mato Grosso do Sul;Privado;50
SSZV;Fazenda Cifrão;Pedra Preta;Mato Grosso;Privado;51
SSMX;Fazenda Planalto;Nova Resende;Minas Gerais;Privado;31
SIMR;Fazendas Reunidas;Rio Verde;Goiás;Privado;52
SJGD;Fazenda Rio Brilhante;São Desidério;Bahia;Privado;29
SSJZ;Fazenda Três Unidos;Terra Roxa;Paraná;Privado;41
SJLB;Fazenda Chaparral;Lambari D'Oeste;Mato Grosso;Privado;51
SJLC;Hakoma;Alto Alegre;Roraima;Privado;14
SDMX;Fazenda Fontana;Campo Verde;Mato Grosso;Privado;51
SJMI;Parafuri;Alto Alegre;Roraima;Privado;14
SWXC;Fazenda Tropical;Corumbiara;Rondônia;Privado;11
SIFN;Fazenda Cachoeira Branca;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SIXR;Fazenda Santa Maria III;Coxim;Mato Grosso do Sul;Privado;50
SNQM;Fazenda Formoso de Paraúna;Paraúna;Goiás;Privado;52
SDCM;Sete Povos;São Desidério;Bahia;Privado;29
SWAZ;Santo Atanázio;São Gabriel da Cachoeira;Amazonas;Privado;13
SIKA;Fazenda Alegria II;Amambai;Mato Grosso do Sul;Privado;50
SWAY;Piripiri;Piripiri;Piauí;Privado;22
SWJL;Fazenda Invernada;Itajá;Goiás;Privado;52
SWDG;Fazenda São José;Reginópolis;São Paulo;Privado;35
SNFZ;Fazenda Villa Terezinha;Bocaiúva;Minas Gerais;Privado;31
SJUR;Fazenda Reunidas;Paranatinga;Mato Grosso;Privado;51
SWAJ;Viatec Aviação Agrícola;Santa Vitória do Palmar;Rio Grande do Sul;Privado;43
SJVZ;Represa Fazenda Capão da Cruz;Guatapará;São Paulo;Privado;35
SWMV;Paa-Piu;Iracema;Roraima;Privado;14
SSSR;Fazenda Serrana;São Desidério;Bahia;Privado;29
SDFI;Fazenda Rio Crixás;Mundo Novo;Goiás;Privado;52
SILU;BRPEC Agro-Pecuária;Miranda;Mato Grosso do Sul;Privado;50
SWWF;Fazenda Inhumas do Chapadão;Uberaba;Minas Gerais;Privado;31
SIQK;Nova Odessa;Nova Odessa;São Paulo;Privado;35
SNQS;Fazenda Nossa Senhora Auxiliadora;Ivinhema;Mato Grosso do Sul;Privado;50
SJUV;Fazenda Vitória;Nova Ubiratã;Mato Grosso;Privado;51
SDZS;Serra Branca Agrícola;Uruçuí;Piauí;Privado;22
SJQX;Fazenda Uruará;Uruará;Pará;Privado;15
SDCB;Centro Brasileiro de Aviação Agrícola Experimental e Recreativo (CBAAER);Brasília;Distrito Federal;Privado;53
SNUU;Fazenda Tainacan;Nova Crixás;Goiás;Privado;52
SWWQ;Fazenda Santa Maria;Mundo Novo;Goiás;Privado;52
SSGS;Fazenda São Pedro;Eldorado;Mato Grosso do Sul;Privado;50
SSSW;Madeireira;Colniza;Mato Grosso;Privado;51
SIWB;Fazenda Sperafico;Amambai;Mato Grosso do Sul;Privado;50
SBQP;Fazenda Três Santos;Uruçuí;Piauí;Privado;22
SJPL;Pista do Limão;Itaituba;Pará;Privado;15
SDLH;Fazenda Pato Branco;São Gabriel do Oeste;Mato Grosso do Sul;Privado;50
SNOT;Usina Vale do Tijuco;Uberaba;Minas Gerais;Privado;31
SWIY;Santa Isabel do Morro;Lagoa da Confusão;Tocantins;Privado;17
SJHE;Fazenda Palmeira;Ipiranga do Norte;Mato Grosso;Privado;51
SWBF;Fazenda Boa Fortuna;Pium;Tocantins;Privado;17
SSZD;Zirondi;Porto Velho;Rondônia;Privado;11
SDGA;Adecoagro;Angélica;Mato Grosso do Sul;Privado;50
SJKX;Cutia;Uiramutã;Roraima;Privado;14
SWIH;Fazenda Felicidade;Novo São Joaquim;Mato Grosso;Privado;51
SNMI;Mina Caraíba;Jaguarari;Bahia;Privado;29
SWCH;Fazenda Jucurutu do Formoso;Jaborandi;Bahia;Privado;29
SDJA;Dr. José Augusto de Arruda Botelho;Itirapina;São Paulo;Privado;35
SJWB;Fazenda Bartira;Rancharia;São Paulo;Privado;35
SSDF;Ecides Fires;São Sebastião do Passé;Bahia;Privado;29
SSBI;Condomínio Irmãos Gatto;Barreiras;Bahia;Privado;29
SDGQ;Jeová Gomes;Limoeiro do Norte;Ceará;Privado;23
SDTY;Usina São Martinho;Pradópolis;São Paulo;Privado;35
SSUW;Fazenda Palmeiras;Centenário do Sul;Paraná;Privado;41
SDXA;SAWI;Normandia;Roraima;Privado;14
SNTC;Fazenda Campo Alto;Prata;Minas Gerais;Privado;31
SIYD;Fazenda Curitiba;Comodoro;Mato Grosso;Privado;51
SSAY;Sítio Pouso do Aviador;Campo Grande;Mato Grosso do Sul;Privado;50
SITC;Fazenda Colorado;Sorriso;Mato Grosso;Privado;51
SJHD;Josidith;Darcinópolis;Tocantins;Privado;17
SJLP;Manoá-pium;Bonfim;Roraima;Privado;14
SDUL;Usina Santa Lydia;Ribeirão Preto;São Paulo;Privado;35
SIDG;Irmãos Gonçalves;Jaru;Rondônia;Privado;11
SDLO;Fazenda Pontal;Cairu;Bahia;Privado;29
SIEG;Fazenda Chapadão;Guarda-Mor;Minas Gerais;Privado;31
SNEA;Estância Primavera;Alegrete;Rio Grande do Sul;Privado;43
SSWZ;Fazenda Dona Neném;Presidente Olegário;Minas Gerais;Privado;31
SJOA;Fazenda Nossa Senhora Aparecida ;Ipiranga do Norte;Mato Grosso;Privado;51
SSJM;Fazenda Júlio Martins;Chapadão do Sul;Mato Grosso do Sul;Privado;50
SWPN;Pesqueiro Pantanal;Santo Antônio do Leverger;Mato Grosso;Privado;51
SWBP;Fazenda Continental;Colômbia;São Paulo;Privado;35
SWFM;Fazenda Maiador;Goiandira;Goiás;Privado;52
SNZD;Fazenda Capivara;Pimenteiras do Oeste;Rondônia;Privado;11
SJBT;Fazenda Vera Lúcia;Aquidauana;Mato Grosso do Sul;Privado;50
SIGA;Fazenda Granja Santiago;Paracatu;Minas Gerais;Privado;31
SNIZ;Fazenda Jaqueline;Vilhena;Rondônia;Privado;11
SIKU;Fazenda Gaúcha do Norte;Gaúcha do Norte;Mato Grosso;Privado;51
SWIA;Antônio Costa da Silva;Juruá;Amazonas;Privado;13
SJMA;Fazenda Marli;Camapuã;Mato Grosso do Sul;Privado;50
SIMW;Fazenda Retiro do Cervo I;Jaraguari;Mato Grosso do Sul;Privado;50
SWFA;Fazenda Pamplona;Cristalina;Goiás;Privado;52
SJWX;Rio Alegre;Euclides da Cunha Paulista;São Paulo;Privado;35
SSEG;Sementes Guerra;Renascença;Paraná;Privado;41
SWRM;FAZENDA REMANSO;Cacoal;Rondônia;Privado;11
SIFU;Fazenda Ribeirão;Barra do Piraí;Rio de Janeiro;Privado;33
SNVH;Fazenda Santa Helena;Cáceres;Mato Grosso;Privado;51
SSCW;Fazenda Centro Oeste;Nova Maringá;Mato Grosso;Privado;51
SNWB;Bom Sossego;Porto Seguro;Bahia;Privado;29
SDPA;Fazenda Portobello;Mangaratiba;Rio de Janeiro;Privado;33
SIDJ;Fazenda Arpa;Santa Maria das Barreiras;Pará;Privado;15
SIOU;Fazenda Progresso  ;Paragominas;Pará;Privado;15
SDHC;Fazenda Koga;Getulina;São Paulo;Privado;35
SNGR;Gorotire;Cumaru do Norte;Pará;Privado;15
SSSQ;Fazenda Mata Roxa;Nova Aurora;Goiás;Privado;52
SDPR;Fazenda Turazzi;Pontes e Lacerda;Mato Grosso;Privado;51
SSAD;Fazenda Ribeirão;Chapadão do Sul;Mato Grosso do Sul;Privado;50
SNRB;FAZENDA BRASA;Rosário do Sul;Rio Grande do Sul;Privado;43
SJKL;Canã;;;Privado;
SNWF;Fazenda Cachoeirinha;Ponta Porã;Mato Grosso do Sul;Privado;50
SJUS;Fazenda Acará;Britânia;Goiás;Privado;52
SNXK;Fazenda Lagoa do Triunfo;São Félix do Xingu;Pará;Privado;15
SICN;Fazenda Vista Bonita;Sandovalina;São Paulo;Privado;35
SWTX;Tertuliano Guedes de Pinho;Itabuna;Bahia;Privado;29
SINR;Fazenda Santa Rosa;Cáceres;Mato Grosso;Privado;51
SNXY;Cikel Brasil Verde;Portel;Pará;Privado;15
SSHQ;Fazenda Sossego;Rosana;São Paulo;Privado;35
SJRK;Agropecuária São Roberto;Santana do Araguaia;Pará;Privado;15
SIUA;Águas Claras;Viamão;Rio Grande do Sul;Privado;43
SWTD;Fazenda Nova Agropecuária;Nova Bandeirantes;Mato Grosso;Privado;51
SJBA;Fazenda Beatriz;Campo Grande;Mato Grosso do Sul;Privado;50
SJRW;PCH - Buriti;Paraíso das Águas;Mato Grosso do Sul;Privado;50
SSCO;Cmt. Marilda Zaiden de Mesquita;Capão do Leão;Rio Grande do Sul;Privado;43
SSHG;Fazenda Santa Helena;Rio Pardo;Rio Grande do Sul;Privado;43
SNCJ;Piquiatuba;Santarém;Pará;Privado;15
SIAU;Fazenda Pirizal;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SJTQ;AGD;Campos de Júlio;Mato Grosso;Privado;51
SSDT;Fazenda Pau D'Arco;Redenção;Pará;Privado;15
SDND;Fazenda Nova Damasco;Narandiba;São Paulo;Privado;35
SJTL;Aero Agrícola Gaivota;Jaguapitã;Paraná;Privado;41
SJYQ;Barreirinha;Uiramutã;Roraima;Privado;14
SIQY;Fazenda Amizade;Sorriso;Mato Grosso;Privado;51
SWPC;Pari-Cachoeira;São Gabriel da Cachoeira;Amazonas;Privado;13
SWWI;Fazenda Fortaleza;Tesouro;Mato Grosso;Privado;51
SWQQ;Fazenda Taquarussu;Sete Quedas;Mato Grosso do Sul;Privado;50
SNSL;Fazenda São Luiz;Luís Eduardo Magalhães;Bahia;Privado;29
SIOG;Suinobras;Diamantino;Mato Grosso;Privado;51
SDZZ;Sítio São José;Nova Europa;São Paulo;Privado;35
SJIF;Grupo Scheffer;Sapezal;Mato Grosso;Privado;51
SNIH;Fazenda Rio Negro;Aquidauana;Mato Grosso do Sul;Privado;50
SNTX;Fazenda Santo Antônio;Buriticupu;Maranhão;Privado;21
SWNN;Fazenda Jandaira;Tapurah;Mato Grosso;Privado;51
SDVF;Santo Antônio do Pão;Uiramutã;Roraima;Privado;14
SWFU;Fortuna;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SSDM;Fazenda Serinhaém;Ituberá;Bahia;Privado;29
SBOK;Fazenda São Vicente;Lucas do Rio Verde;Mato Grosso;Privado;51
SDQB;Fazenda Estrela D'Alva;Querência;Mato Grosso;Privado;51
SJSM;Chácara Marcella;Goioerê;Paraná;Privado;41
SNFT;Fazenda Toca da Onça;União do Sul;Mato Grosso;Privado;51
SDUR;Itaboraí;Itaboraí;Rio de Janeiro;Privado;33
SWSQ;São Joaquim;;;Privado;
SJPP;Aero Rural;Alta Floresta;Mato Grosso;Privado;51
SJJR;Fazenda Recreio;Andrelândia;Minas Gerais;Privado;31
